Run,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,Bytes,cell_line_id,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),incubated_with_4su_for,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2937176,RNA-Seq,52,996322600,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280721,708097490,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439879,GSM1946117,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946117,4sU-seq of YRI individual NA19116_30min,SRP066450
SRR2937177,RNA-Seq,52,1016870556,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280722,711795484,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439880,GSM1946118,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946118,4sU-seq of YRI individual NA19116_30min,SRP066450
SRR2937178,RNA-Seq,52,720580328,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280723,507802757,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439881,GSM1946119,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946119,4sU-seq of YRI individual NA19116_30min,SRP066450
SRR2937179,RNA-Seq,52,274769664,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280724,206308813,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439882,GSM1946120,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946120,4sU-seq of YRI individual NA19116_30min,SRP066450
SRR2937180,RNA-Seq,52,595162152,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280725,424233291,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439883,GSM1946121,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946121,4sU-seq of YRI individual NA19116_30min,SRP066450
SRR2937181,RNA-Seq,52,551815680,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280726,393988063,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439884,GSM1946122,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946122,4sU-seq of YRI individual NA19116_60min,SRP066450
SRR2937182,RNA-Seq,52,587724020,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280727,417726700,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439885,GSM1946123,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946123,4sU-seq of YRI individual NA19116_60min,SRP066450
SRR2937183,RNA-Seq,52,595400260,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280608,416931426,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439886,GSM1946124,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946124,4sU-seq of YRI individual NA19116_60min,SRP066450
SRR2937184,RNA-Seq,52,793715884,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280609,558531755,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439887,GSM1946125,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946125,4sU-seq of YRI individual NA19116_60min,SRP066450
SRR2937185,RNA-Seq,52,318280092,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280610,238621400,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439888,GSM1946126,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946126,4sU-seq of YRI individual NA19116_60min,SRP066450
SRR2937186,RNA-Seq,52,658555092,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280611,468453018,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439889,GSM1946127,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946127,4sU-seq of YRI individual NA19116_60min,SRP066450
SRR2937187,RNA-Seq,52,1026291448,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19119,PRJNA302818,SAMN04280612,710830104,NA19119,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439890,GSM1946128,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946128,4sU-seq of YRI individual NA19119_30min,SRP066450
SRR2937188,RNA-Seq,52,551120076,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19119,PRJNA302818,SAMN04280613,413761202,NA19119,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439891,GSM1946129,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946129,4sU-seq of YRI individual NA19119_30min,SRP066450
SRR2937189,RNA-Seq,52,1009425508,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19119,PRJNA302818,SAMN04280614,679856113,NA19119,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439892,GSM1946130,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946130,4sU-seq of YRI individual NA19119_30min,SRP066450
SRR2937190,RNA-Seq,52,1719436524,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19119,PRJNA302818,SAMN04280615,1184076359,NA19119,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439893,GSM1946131,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946131,4sU-seq of YRI individual NA19119_60min,SRP066450
SRR2937191,RNA-Seq,52,928256524,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19119,PRJNA302818,SAMN04280616,693885653,NA19119,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439894,GSM1946132,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946132,4sU-seq of YRI individual NA19119_60min,SRP066450
SRR2937192,RNA-Seq,52,1689261236,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19119,PRJNA302818,SAMN04280617,1130654079,NA19119,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439895,GSM1946133,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946133,4sU-seq of YRI individual NA19119_60min,SRP066450
SRR2937193,RNA-Seq,50,227862550,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19127,PRJNA302818,SAMN04280618,104276892,NA19127,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439896,GSM1946134,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946134,4sU-seq of YRI individual NA19127_30min,SRP066450
SRR2937194,RNA-Seq,50,739545550,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19127,PRJNA302818,SAMN04280619,336456073,NA19127,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439897,GSM1946135,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946135,4sU-seq of YRI individual NA19127_60min,SRP066450
SRR2937195,RNA-Seq,52,705243448,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19128,PRJNA302818,SAMN04280620,471944490,NA19128,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439898,GSM1946136,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946136,4sU-seq of YRI individual NA19128_30min,SRP066450
SRR2937196,RNA-Seq,52,630500104,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19128,PRJNA302818,SAMN04280621,466980255,NA19128,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439899,GSM1946137,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946137,4sU-seq of YRI individual NA19128_30min,SRP066450
SRR2937197,RNA-Seq,52,757377452,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19128,PRJNA302818,SAMN04280622,532151258,NA19128,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439900,GSM1946138,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946138,4sU-seq of YRI individual NA19128_30min,SRP066450
SRR2937198,RNA-Seq,52,637165308,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19128,PRJNA302818,SAMN04280623,426947878,NA19128,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439901,GSM1946139,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946139,4sU-seq of YRI individual NA19128_60min,SRP066450
SRR2937199,RNA-Seq,52,591321068,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19128,PRJNA302818,SAMN04280624,438182077,NA19128,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439902,GSM1946140,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946140,4sU-seq of YRI individual NA19128_60min,SRP066450
SRR2937200,RNA-Seq,52,688208768,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19128,PRJNA302818,SAMN04280625,483479571,NA19128,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439903,GSM1946141,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946141,4sU-seq of YRI individual NA19128_60min,SRP066450
SRR2937201,RNA-Seq,50,597637550,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19130,PRJNA302818,SAMN04280626,259355118,NA19130,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439904,GSM1946142,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946142,4sU-seq of YRI individual NA19130_30min,SRP066450
SRR2937202,RNA-Seq,50,618304550,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19130,PRJNA302818,SAMN04280627,268854052,NA19130,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439905,GSM1946143,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946143,4sU-seq of YRI individual NA19130_60min,SRP066450
SRR2937203,RNA-Seq,52,443236508,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19131,PRJNA302818,SAMN04280628,297671863,NA19131,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439906,GSM1946144,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946144,4sU-seq of YRI individual NA19131_30min,SRP066450
SRR2937204,RNA-Seq,52,404795456,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19131,PRJNA302818,SAMN04280629,300260373,NA19131,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439907,GSM1946145,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946145,4sU-seq of YRI individual NA19131_30min,SRP066450
SRR2937205,RNA-Seq,52,478280348,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19131,PRJNA302818,SAMN04280630,336482147,NA19131,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439908,GSM1946146,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946146,4sU-seq of YRI individual NA19131_30min,SRP066450
SRR2937206,RNA-Seq,52,678885064,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19131,PRJNA302818,SAMN04280631,454672855,NA19131,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439909,GSM1946147,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946147,4sU-seq of YRI individual NA19131_60min,SRP066450
SRR2937207,RNA-Seq,52,642210296,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19131,PRJNA302818,SAMN04280632,476454848,NA19131,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439910,GSM1946148,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946148,4sU-seq of YRI individual NA19131_60min,SRP066450
SRR2937208,RNA-Seq,52,753459824,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19131,PRJNA302818,SAMN04280633,530491200,NA19131,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439911,GSM1946149,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946149,4sU-seq of YRI individual NA19131_60min,SRP066450
SRR2937209,RNA-Seq,52,467870624,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280634,325723349,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439912,GSM1946150,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946150,4sU-seq of YRI individual NA19137_30min,SRP066450
SRR2937210,RNA-Seq,52,252241964,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280635,190253744,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439913,GSM1946151,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946151,4sU-seq of YRI individual NA19137_30min,SRP066450
SRR2937211,RNA-Seq,52,464163388,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280636,314214201,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439914,GSM1946152,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946152,4sU-seq of YRI individual NA19137_30min,SRP066450
SRR2937212,RNA-Seq,52,153826920,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280637,109348514,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439915,GSM1946153,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946153,4sU-seq of YRI individual NA19137_30min,SRP066450
SRR2937213,RNA-Seq,52,146722940,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280638,105544209,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439916,GSM1946154,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946154,4sU-seq of YRI individual NA19137_30min,SRP066450
SRR2937214,RNA-Seq,52,148065320,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280639,105173094,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439917,GSM1946155,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946155,4sU-seq of YRI individual NA19137_30min,SRP066450
SRR2937215,RNA-Seq,52,1106964716,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280640,764015957,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439918,GSM1946156,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946156,4sU-seq of YRI individual NA19137_60min,SRP066450
SRR2937216,RNA-Seq,52,601544944,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280641,450063720,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439919,GSM1946157,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946157,4sU-seq of YRI individual NA19137_60min,SRP066450
SRR2937217,RNA-Seq,52,1096079348,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280642,735198743,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439920,GSM1946158,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946158,4sU-seq of YRI individual NA19137_60min,SRP066450
SRR2937218,RNA-Seq,52,1048675420,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280643,740983623,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439921,GSM1946159,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946159,4sU-seq of YRI individual NA19137_60min,SRP066450
SRR2937219,RNA-Seq,52,1017622892,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280644,726876172,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439922,GSM1946160,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946160,4sU-seq of YRI individual NA19137_60min,SRP066450
SRR2937220,RNA-Seq,52,1011014992,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19137,PRJNA302818,SAMN04280645,714023420,NA19137,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439923,GSM1946161,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946161,4sU-seq of YRI individual NA19137_60min,SRP066450
SRR2937221,RNA-Seq,50,756769000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19138,PRJNA302818,SAMN04280646,331846266,NA19138,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439924,GSM1946162,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946162,4sU-seq of YRI individual NA19138_30min,SRP066450
SRR2937222,RNA-Seq,50,580883600,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19138,PRJNA302818,SAMN04280647,256402952,NA19138,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439925,GSM1946163,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946163,4sU-seq of YRI individual NA19138_30min,SRP066450
SRR2937223,RNA-Seq,50,800000000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19138,PRJNA302818,SAMN04280648,349389550,NA19138,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439926,GSM1946164,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946164,4sU-seq of YRI individual NA19138_60min,SRP066450
SRR2937224,RNA-Seq,50,325921000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19138,PRJNA302818,SAMN04280649,143829933,NA19138,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439927,GSM1946165,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946165,4sU-seq of YRI individual NA19138_60min,SRP066450
SRR2937225,RNA-Seq,50,800000000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19140,PRJNA302818,SAMN04280650,363917708,NA19140,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439928,GSM1946166,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946166,4sU-seq of YRI individual NA19140_30min,SRP066450
SRR2937226,RNA-Seq,52,1066981084,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19140,PRJNA302818,SAMN04280651,774951288,NA19140,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439929,GSM1946167,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946167,4sU-seq of YRI individual NA19140_30min,SRP066450
