study_accession	sample_accession	run_accession	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	experiment_alias	fastq_ftp	fastq_aspera	sample_alias	sample_title
PRJNA302818	SAMN04280654	SRR2937229			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946170	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937229/SRR2937229.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937229/SRR2937229.fastq.gz	GSM1946170	4sU-seq of YRI individual (NA19140) [19140-60-2_C30BHACXX-4-16]
PRJNA302818	SAMN04280655	SRR2937230			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937230/SRR2937230.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937230/SRR2937230.fastq.gz	GSM1946171	4sU-seq of YRI individual (NA19140) [19140-60-2_C30NNACXX-4-16]
PRJNA302818	SAMN04280656	SRR2937231			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937231/SRR2937231.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937231/SRR2937231.fastq.gz	GSM1946172	4sU-seq of YRI individual (NA19141) [19141-30-2_C30BHACXX-6-25]
PRJNA302818	SAMN04280657	SRR2937232			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937232/SRR2937232.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937232/SRR2937232.fastq.gz	GSM1946173	4sU-seq of YRI individual (NA19141) [19141-30-2_C30NNACXX-6-25]
PRJNA302818	SAMN04280658	SRR2937233			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946174	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937233/SRR2937233.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937233/SRR2937233.fastq.gz	GSM1946174	4sU-seq of YRI individual (NA19141) [19141-30-2_C311JACXX-6-25]
PRJNA302818	SAMN04280659	SRR2937234			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937234/SRR2937234.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937234/SRR2937234.fastq.gz	GSM1946175	4sU-seq of YRI individual (NA19141) [19141-60-2_C30BHACXX-6-27]
PRJNA302818	SAMN04280660	SRR2937235			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937235/SRR2937235.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937235/SRR2937235.fastq.gz	GSM1946176	4sU-seq of YRI individual (NA19141) [19141-60-2_C30NNACXX-6-27]
PRJNA302818	SAMN04280661	SRR2937236			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937236/SRR2937236.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937236/SRR2937236.fastq.gz	GSM1946177	4sU-seq of YRI individual (NA19141) [19141-60-2_C311JACXX-6-27]
PRJNA302818	SAMN04280662	SRR2937237			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937237/SRR2937237.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937237/SRR2937237.fastq.gz	GSM1946178	4sU-seq of YRI individual (NA19143) [19143-30-1_D2775ACXX-2-20]
PRJNA302818	SAMN04280663	SRR2937238			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937238/SRR2937238.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937238/SRR2937238.fastq.gz	GSM1946179	4sU-seq of YRI individual (NA19143) [19143-30-2_C30BHACXX-7-01]
PRJNA302818	SAMN04280664	SRR2937239			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937239/SRR2937239.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937239/SRR2937239.fastq.gz	GSM1946180	4sU-seq of YRI individual (NA19143) [19143-30-2_C30NNACXX-7-01]
PRJNA302818	SAMN04280665	SRR2937240			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937240/SRR2937240.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937240/SRR2937240.fastq.gz	GSM1946181	4sU-seq of YRI individual (NA19143) [19143-30-2_C311JACXX-7-01]
PRJNA302818	SAMN04280492	SRR2937241			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937241/SRR2937241.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937241/SRR2937241.fastq.gz	GSM1946182	4sU-seq of YRI individual (NA19143) [19143-60-1_D2775ACXX-2-21]
PRJNA302818	SAMN04280493	SRR2937242			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937242/SRR2937242.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937242/SRR2937242.fastq.gz	GSM1946183	4sU-seq of YRI individual (NA19143) [19143-60-2_C30BHACXX-7-02]
PRJNA302818	SAMN04280666	SRR2937243			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946184	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937243/SRR2937243.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937243/SRR2937243.fastq.gz	GSM1946184	4sU-seq of YRI individual (NA19143) [19143-60-2_C30NNACXX-7-02]
PRJNA302818	SAMN04280667	SRR2937244			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937244/SRR2937244.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937244/SRR2937244.fastq.gz	GSM1946185	4sU-seq of YRI individual (NA19143) [19143-60-2_C311JACXX-7-02]
PRJNA302818	SAMN04280488	SRR2937245			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946186	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937245/SRR2937245.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937245/SRR2937245.fastq.gz	GSM1946186	4sU-seq of YRI individual (NA19144) [19144-30-2_D2775ACXX-6-25]
PRJNA302818	SAMN04280489	SRR2937246			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937246/SRR2937246.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937246/SRR2937246.fastq.gz	GSM1946187	4sU-seq of YRI individual (NA19144) [19144-60-2_D2775ACXX-6-27]
PRJNA302818	SAMN04280490	SRR2937247			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937247/SRR2937247.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937247/SRR2937247.fastq.gz	GSM1946188	4sU-seq of YRI individual (NA19147) [19147-30-1_D2775ACXX-2-15]
PRJNA302818	SAMN04280491	SRR2937248			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937248/SRR2937248.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937248/SRR2937248.fastq.gz	GSM1946189	4sU-seq of YRI individual (NA19147) [19147-60-1_D2775ACXX-2-16]
PRJNA302818	SAMN04280494	SRR2937249			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937249/SRR2937249.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937249/SRR2937249.fastq.gz	GSM1946190	4sU-seq of YRI individual (NA19152) [19152-30-1_C30BHACXX-1-01]
PRJNA302818	SAMN04280495	SRR2937250			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946191	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937250/SRR2937250.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937250/SRR2937250.fastq.gz	GSM1946191	4sU-seq of YRI individual (NA19152) [19152-30-1_C30NNACXX-1-01]
PRJNA302818	SAMN04280496	SRR2937251			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937251/SRR2937251.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937251/SRR2937251.fastq.gz	GSM1946192	4sU-seq of YRI individual (NA19152) [19152-30-1_C311JACXX-1-01]
PRJNA302818	SAMN04280497	SRR2937252			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937252/SRR2937252.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937252/SRR2937252.fastq.gz	GSM1946193	4sU-seq of YRI individual (NA19152) [19152-30-2_D2775ACXX-6-22]
PRJNA302818	SAMN04280498	SRR2937253			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946194	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937253/SRR2937253.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937253/SRR2937253.fastq.gz	GSM1946194	4sU-seq of YRI individual (NA19152) [19152-60-1_C30BHACXX-1-02]
PRJNA302818	SAMN04280499	SRR2937254			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946195	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937254/SRR2937254.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937254/SRR2937254.fastq.gz	GSM1946195	4sU-seq of YRI individual (NA19152) [19152-60-1_C30NNACXX-1-02]
PRJNA302818	SAMN04280500	SRR2937255			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937255/SRR2937255.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937255/SRR2937255.fastq.gz	GSM1946196	4sU-seq of YRI individual (NA19152) [19152-60-1_C311JACXX-1-02]
PRJNA302818	SAMN04280501	SRR2937256			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946197	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937256/SRR2937256.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937256/SRR2937256.fastq.gz	GSM1946197	4sU-seq of YRI individual (NA19152) [19152-60-2_D2775ACXX-6-23]
PRJNA302818	SAMN04280502	SRR2937257			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937257/SRR2937257.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937257/SRR2937257.fastq.gz	GSM1946198	4sU-seq of YRI individual (NA19153) [19153-30-1_D2775ACXX-3-01]
PRJNA302818	SAMN04280503	SRR2937258			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946199	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937258/SRR2937258.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937258/SRR2937258.fastq.gz	GSM1946199	4sU-seq of YRI individual (NA19153) [19153-30-2_C30BHACXX-7-03]
PRJNA302818	SAMN04280504	SRR2937259			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937259/SRR2937259.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937259/SRR2937259.fastq.gz	GSM1946200	4sU-seq of YRI individual (NA19153) [19153-30-2_C30NNACXX-7-03]
PRJNA302818	SAMN04280505	SRR2937260			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946201	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937260/SRR2937260.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937260/SRR2937260.fastq.gz	GSM1946201	4sU-seq of YRI individual (NA19153) [19153-30-2_C311JACXX-7-03]
PRJNA302818	SAMN04280506	SRR2937261			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946202	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937261/SRR2937261.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937261/SRR2937261.fastq.gz	GSM1946202	4sU-seq of YRI individual (NA19153) [19153-60-1_D2775ACXX-3-02]
PRJNA302818	SAMN04280507	SRR2937262			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946203	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937262/SRR2937262.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937262/SRR2937262.fastq.gz	GSM1946203	4sU-seq of YRI individual (NA19153) [19153-60-2_C30BHACXX-7-04]
PRJNA302818	SAMN04280508	SRR2937263			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946204	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937263/SRR2937263.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937263/SRR2937263.fastq.gz	GSM1946204	4sU-seq of YRI individual (NA19153) [19153-60-2_C30NNACXX-7-04]
PRJNA302818	SAMN04280509	SRR2937264			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937264/SRR2937264.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937264/SRR2937264.fastq.gz	GSM1946205	4sU-seq of YRI individual (NA19153) [19153-60-2_C311JACXX-7-04]
PRJNA302818	SAMN04280510	SRR2937265			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946206	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937265/SRR2937265.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937265/SRR2937265.fastq.gz	GSM1946206	4sU-seq of YRI individual (NA19159) [19159-30-2_C30BHACXX-4-20]
PRJNA302818	SAMN04280511	SRR2937266			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946207	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937266/SRR2937266.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937266/SRR2937266.fastq.gz	GSM1946207	4sU-seq of YRI individual (NA19159) [19159-30-2_C30NNACXX-4-20]
PRJNA302818	SAMN04280512	SRR2937267			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937267/SRR2937267.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937267/SRR2937267.fastq.gz	GSM1946208	4sU-seq of YRI individual (NA19159) [19159-60-2_C30BHACXX-4-21]
PRJNA302818	SAMN04280513	SRR2937268			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946209	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937268/SRR2937268.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937268/SRR2937268.fastq.gz	GSM1946209	4sU-seq of YRI individual (NA19159) [19159-60-2_C30NNACXX-4-21]
PRJNA302818	SAMN04280514	SRR2937269			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946210	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937269/SRR2937269.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937269/SRR2937269.fastq.gz	GSM1946210	4sU-seq of YRI individual (NA19172) [19172-30-1_C30BHACXX-4-22]
PRJNA302818	SAMN04280515	SRR2937270			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937270/SRR2937270.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937270/SRR2937270.fastq.gz	GSM1946211	4sU-seq of YRI individual (NA19172) [19172-30-1_C30NNACXX-4-22]
PRJNA302818	SAMN04280516	SRR2937271			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937271/SRR2937271.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937271/SRR2937271.fastq.gz	GSM1946212	4sU-seq of YRI individual (NA19172) [19172-60-1_C30BHACXX-4-23]
PRJNA302818	SAMN04280555	SRR2937272			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946213	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937272/SRR2937272.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937272/SRR2937272.fastq.gz	GSM1946213	4sU-seq of YRI individual (NA19172) [19172-60-1_C30NNACXX-4-23]
PRJNA302818	SAMN04280517	SRR2937273			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937273/SRR2937273.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937273/SRR2937273.fastq.gz	GSM1946214	4sU-seq of YRI individual (NA19190) [19190-30-1_C30BHACXX-1-07]
PRJNA302818	SAMN04280548	SRR2937274			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946215	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937274/SRR2937274.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937274/SRR2937274.fastq.gz	GSM1946215	4sU-seq of YRI individual (NA19190) [19190-30-1_C30NNACXX-1-07]
PRJNA302818	SAMN04280549	SRR2937275			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937275/SRR2937275.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937275/SRR2937275.fastq.gz	GSM1946216	4sU-seq of YRI individual (NA19190) [19190-30-1_C311JACXX-1-07]
PRJNA302818	SAMN04280550	SRR2937276			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946217	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937276/SRR2937276.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937276/SRR2937276.fastq.gz	GSM1946217	4sU-seq of YRI individual (NA19190) [19190-60-1_C30BHACXX-1-08]
PRJNA302818	SAMN04280551	SRR2937277			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937277/SRR2937277.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937277/SRR2937277.fastq.gz	GSM1946218	4sU-seq of YRI individual (NA19190) [19190-60-1_C30NNACXX-1-08]
PRJNA302818	SAMN04280552	SRR2937278			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937278/SRR2937278.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937278/SRR2937278.fastq.gz	GSM1946219	4sU-seq of YRI individual (NA19190) [19190-60-1_C311JACXX-1-08]
PRJNA302818	SAMN04280553	SRR2937279			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937279/SRR2937279.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937279/SRR2937279.fastq.gz	GSM1946220	4sU-seq of YRI individual (NA19192) [19192-30-2_C30BHACXX-5-07]
PRJNA302818	SAMN04280554	SRR2937280			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937280/SRR2937280.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937280/SRR2937280.fastq.gz	GSM1946221	4sU-seq of YRI individual (NA19192) [19192-30-2_C30NNACXX-5-07]
PRJNA302818	SAMN04280556	SRR2937281			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937281/SRR2937281.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937281/SRR2937281.fastq.gz	GSM1946222	4sU-seq of YRI individual (NA19192) [19192-30-2_C311JACXX-5-07]
PRJNA302818	SAMN04280557	SRR2937282			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937282/SRR2937282.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937282/SRR2937282.fastq.gz	GSM1946223	4sU-seq of YRI individual (NA19192) [19192-60-2_C30BHACXX-5-08]
PRJNA302818	SAMN04280558	SRR2937283			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946224	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937283/SRR2937283.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937283/SRR2937283.fastq.gz	GSM1946224	4sU-seq of YRI individual (NA19192) [19192-60-2_C30NNACXX-5-08]
PRJNA302818	SAMN04280559	SRR2937284			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937284/SRR2937284.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937284/SRR2937284.fastq.gz	GSM1946225	4sU-seq of YRI individual (NA19192) [19192-60-2_C311JACXX-5-08]
PRJNA302818	SAMN04280560	SRR2937285			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937285/SRR2937285.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937285/SRR2937285.fastq.gz	GSM1946226	4sU-seq of YRI individual (NA19200) [19200-30-1_D2775ACXX-2-18]
PRJNA302818	SAMN04280561	SRR2937286			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937286/SRR2937286.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937286/SRR2937286.fastq.gz	GSM1946227	4sU-seq of YRI individual (NA19200) [19200-30-2_D2775ACXX-6-15]
PRJNA302818	SAMN04280562	SRR2937287			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937287/SRR2937287.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937287/SRR2937287.fastq.gz	GSM1946228	4sU-seq of YRI individual (NA19200) [19200-60-1_D2775ACXX-2-19]
PRJNA302818	SAMN04280563	SRR2937288			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937288/SRR2937288.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937288/SRR2937288.fastq.gz	GSM1946229	4sU-seq of YRI individual (NA19200) [19200-60-2_D2775ACXX-6-16]
PRJNA302818	SAMN04280564	SRR2937289			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946230	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937289/SRR2937289.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937289/SRR2937289.fastq.gz	GSM1946230	4sU-seq of YRI individual (NA19201) [19201-30-1_D2775ACXX-8-15]
PRJNA302818	SAMN04280565	SRR2937290			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946231	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937290/SRR2937290.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937290/SRR2937290.fastq.gz	GSM1946231	4sU-seq of YRI individual (NA19201) [19201-30-2_D2775ACXX-2-22]
PRJNA302818	SAMN04280566	SRR2937291			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937291/SRR2937291.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937291/SRR2937291.fastq.gz	GSM1946232	4sU-seq of YRI individual (NA19201) [19201-60-1_D2775ACXX-8-16]
PRJNA302818	SAMN04280567	SRR2937292			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937292/SRR2937292.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937292/SRR2937292.fastq.gz	GSM1946233	4sU-seq of YRI individual (NA19201) [19201-60-2_D2775ACXX-2-23]
