#Columns I-K in this sheet references contents of cells in Human LCLs tab. tab separated values (tsv) organized like this is easier to parse with computer										
#ColumnsA-F are there to help me easily make the correct reference equations for columns I-K. Once you have a string for the desired cell equation, (minus the '=' sign, like in columns D-F) use search/replace to insert the '=' sign at the beginning of the string										
LineRowNumber	LineColumnNumber	LineColumnLetter	LineReferenceString	Notes1ReferenceString	Notes2ReferenceString	Box	Position	Line	Notes1	Notes2
447	5	E	Human LCLs'!E447	Human LCLs'!E448	Human LCLs'!E449	15	31	18502		
447	6	F	Human LCLs'!F447	Human LCLs'!F448	Human LCLs'!F449	15	32	18502		
447	7	G	Human LCLs'!G447	Human LCLs'!G448	Human LCLs'!G449	15	33	18502		
447	8	H	Human LCLs'!H447	Human LCLs'!H448	Human LCLs'!H449	15	34	18502		
447	9	I	Human LCLs'!I447	Human LCLs'!I448	Human LCLs'!I449	15	35	18502		
447	10	J	Human LCLs'!J447	Human LCLs'!J448	Human LCLs'!J449	15	36	18502		
450	2	B	Human LCLs'!B450	Human LCLs'!B451	Human LCLs'!B452	15	37	19138		
450	3	C	Human LCLs'!C450	Human LCLs'!C451	Human LCLs'!C452	15	38	19138		
450	4	D	Human LCLs'!D450	Human LCLs'!D451	Human LCLs'!D452	15	39	19138		
450	5	E	Human LCLs'!E450	Human LCLs'!E451	Human LCLs'!E452	15	40	19138		
450	6	F	Human LCLs'!F450	Human LCLs'!F451	Human LCLs'!F452	15	41	19138		
450	7	G	Human LCLs'!G450	Human LCLs'!G451	Human LCLs'!G452	15	42	19138		
450	8	H	Human LCLs'!H450	Human LCLs'!H451	Human LCLs'!H452	15	43	19138		
450	9	I	Human LCLs'!I450	Human LCLs'!I451	Human LCLs'!I452	15	44	18853		
450	10	J	Human LCLs'!J450	Human LCLs'!J451	Human LCLs'!J452	15	45	18853		
453	2	B	Human LCLs'!B453	Human LCLs'!B454	Human LCLs'!B455	15	46	18853		
453	3	C	Human LCLs'!C453	Human LCLs'!C454	Human LCLs'!C455	15	47	18853		
453	4	D	Human LCLs'!D453	Human LCLs'!D454	Human LCLs'!D455	15	48	18853		
453	5	E	Human LCLs'!E453	Human LCLs'!E454	Human LCLs'!E455	15	49	18853		
453	6	F	Human LCLs'!F453	Human LCLs'!F454	Human LCLs'!F455	15	50	18853		
453	7	G	Human LCLs'!G453	Human LCLs'!G454	Human LCLs'!G455	15	51	18853		
453	8	H	Human LCLs'!H453	Human LCLs'!H454	Human LCLs'!H455	15	52	18861	*Ben took this and is in the midst of stocking a replacement	
453	9	I	Human LCLs'!I453	Human LCLs'!I454	Human LCLs'!I455	15	53	18861		
453	10	J	Human LCLs'!J453	Human LCLs'!J454	Human LCLs'!J455	15	54	18861		
456	2	B	Human LCLs'!B456	Human LCLs'!B457	Human LCLs'!B458	15	55	18861		
456	3	C	Human LCLs'!C456	Human LCLs'!C457	Human LCLs'!C458	15	56	18861		
456	4	D	Human LCLs'!D456	Human LCLs'!D457	Human LCLs'!D458	15	57	18861		
456	5	E	Human LCLs'!E456	Human LCLs'!E457	Human LCLs'!E458	15	58	18861		
456	6	F	Human LCLs'!F456	Human LCLs'!F457	Human LCLs'!F458	15	59	19099		
456	7	G	Human LCLs'!G456	Human LCLs'!G457	Human LCLs'!G458	15	60	19099		
456	8	H	Human LCLs'!H456	Human LCLs'!H457	Human LCLs'!H458	15	61	19099		
456	9	I	Human LCLs'!I456	Human LCLs'!I457	Human LCLs'!I458	15	62	19099		
456	10	J	Human LCLs'!J456	Human LCLs'!J457	Human LCLs'!J458	15	63	19099		
459	2	B	Human LCLs'!B459	Human LCLs'!B460	Human LCLs'!B461	15	64	19099		
459	3	C	Human LCLs'!C459	Human LCLs'!C460	Human LCLs'!C461	15	65	19099		
459	4	D	Human LCLs'!D459	Human LCLs'!D460	Human LCLs'!D461	15	66	19099		
459	5	E	Human LCLs'!E459	Human LCLs'!E460	Human LCLs'!E461	15	67	19138		
459	6	F	Human LCLs'!F459	Human LCLs'!F460	Human LCLs'!F461	15	68	19138		
459	7	G	Human LCLs'!G459	Human LCLs'!G460	Human LCLs'!G461	15	69	19138		
459	8	H	Human LCLs'!H459	Human LCLs'!H460	Human LCLs'!H461	15	70	19138		
459	9	I	Human LCLs'!I459	Human LCLs'!I460	Human LCLs'!I461	15	71	19138		
459	10	J	Human LCLs'!J459	Human LCLs'!J460	Human LCLs'!J461	15	72	19138		
462	2	B	Human LCLs'!B462	Human LCLs'!B463	Human LCLs'!B464	15	73	19210		
462	3	C	Human LCLs'!C462	Human LCLs'!C463	Human LCLs'!C464	15	74	19210		
462	4	D	Human LCLs'!D462	Human LCLs'!D463	Human LCLs'!D464	15	75	19210		
462	5	E	Human LCLs'!E462	Human LCLs'!E463	Human LCLs'!E464	15	76	19210		
462	6	F	Human LCLs'!F462	Human LCLs'!F463	Human LCLs'!F464	15	77	19210		
462	7	G	Human LCLs'!G462	Human LCLs'!G463	Human LCLs'!G464	15	78	19210		
462	8	H	Human LCLs'!H462	Human LCLs'!H463	Human LCLs'!H464	15	79	19210		
462	9	I	Human LCLs'!I462	Human LCLs'!I463	Human LCLs'!I464	15	80	19210		
462	10	J	Human LCLs'!J462	Human LCLs'!J463	Human LCLs'!J464	15	81	19210		
469	2	B	Human LCLs'!B469	Human LCLs'!B470	Human LCLs'!B471	16	1	19207		
469	3	C	Human LCLs'!C469	Human LCLs'!C470	Human LCLs'!C471	16	2	19207		
469	4	D	Human LCLs'!D469	Human LCLs'!D470	Human LCLs'!D471	16	3	19207		
469	5	E	Human LCLs'!E469	Human LCLs'!E470	Human LCLs'!E471	16	4	19207		
469	6	F	Human LCLs'!F469	Human LCLs'!F470	Human LCLs'!F471	16	5	19207		
469	7	G	Human LCLs'!G469	Human LCLs'!G470	Human LCLs'!G471	16	6	18522		
469	8	H	Human LCLs'!H469	Human LCLs'!H470	Human LCLs'!H471	16	7	18522		
469	9	I	Human LCLs'!I469	Human LCLs'!I470	Human LCLs'!I471	16	8	18522		
469	10	J	Human LCLs'!J469	Human LCLs'!J470	Human LCLs'!J471	16	9	18522		
472	2	B	Human LCLs'!B472	Human LCLs'!B473	Human LCLs'!B474	16	10	19102		
472	3	C	Human LCLs'!C472	Human LCLs'!C473	Human LCLs'!C474	16	11	19102		
472	4	D	Human LCLs'!D472	Human LCLs'!D473	Human LCLs'!D474	16	12	19102		
472	5	E	Human LCLs'!E472	Human LCLs'!E473	Human LCLs'!E474	16	13	19102		
472	6	F	Human LCLs'!F472	Human LCLs'!F473	Human LCLs'!F474	16	14	19102		
472	7	G	Human LCLs'!G472	Human LCLs'!G473	Human LCLs'!G474	16	15	18859		
472	8	H	Human LCLs'!H472	Human LCLs'!H473	Human LCLs'!H474	16	16	18859		
472	9	I	Human LCLs'!I472	Human LCLs'!I473	Human LCLs'!I474	16	17	18859		
472	10	J	Human LCLs'!J472	Human LCLs'!J473	Human LCLs'!J474	16	18	18859		
475	2	B	Human LCLs'!B475	Human LCLs'!B476	Human LCLs'!B477	16	19	18859		
475	3	C	Human LCLs'!C475	Human LCLs'!C476	Human LCLs'!C477	16	20	18859		
475	4	D	Human LCLs'!D475	Human LCLs'!D476	Human LCLs'!D477	16	21	19141		
475	5	E	Human LCLs'!E475	Human LCLs'!E476	Human LCLs'!E477	16	22	19141		
475	6	F	Human LCLs'!F475	Human LCLs'!F476	Human LCLs'!F477	16	23	19141		
475	7	G	Human LCLs'!G475	Human LCLs'!G476	Human LCLs'!G477	16	24	19141		
475	8	H	Human LCLs'!H475	Human LCLs'!H476	Human LCLs'!H477	16	25	19141		
475	9	I	Human LCLs'!I475	Human LCLs'!I476	Human LCLs'!I477	16	26	19141		
475	10	J	Human LCLs'!J475	Human LCLs'!J476	Human LCLs'!J477	16	27	18517		
478	2	B	Human LCLs'!B478	Human LCLs'!B479	Human LCLs'!B480	16	28	18517		
478	3	C	Human LCLs'!C478	Human LCLs'!C479	Human LCLs'!C480	16	29	18517		
478	4	D	Human LCLs'!D478	Human LCLs'!D479	Human LCLs'!D480	16	30	18517		
478	5	E	Human LCLs'!E478	Human LCLs'!E479	Human LCLs'!E480	16	31	18517		
478	6	F	Human LCLs'!F478	Human LCLs'!F479	Human LCLs'!F480	16	32	18517		
478	7	G	Human LCLs'!G478	Human LCLs'!G479	Human LCLs'!G480	16	33			
478	8	H	Human LCLs'!H478	Human LCLs'!H479	Human LCLs'!H480	16	34			
478	9	I	Human LCLs'!I478	Human LCLs'!I479	Human LCLs'!I480	16	35			
478	10	J	Human LCLs'!J478	Human LCLs'!J479	Human LCLs'!J480	16	36			
481	2	B	Human LCLs'!B481	Human LCLs'!B482	Human LCLs'!B483	16	37			
481	3	C	Human LCLs'!C481	Human LCLs'!C482	Human LCLs'!C483	16	38			
481	4	D	Human LCLs'!D481	Human LCLs'!D482	Human LCLs'!D483	16	39			
481	5	E	Human LCLs'!E481	Human LCLs'!E482	Human LCLs'!E483	16	40			
481	6	F	Human LCLs'!F481	Human LCLs'!F482	Human LCLs'!F483	16	41			
481	7	G	Human LCLs'!G481	Human LCLs'!G482	Human LCLs'!G483	16	42			
481	8	H	Human LCLs'!H481	Human LCLs'!H482	Human LCLs'!H483	16	43			
481	9	I	Human LCLs'!I481	Human LCLs'!I482	Human LCLs'!I483	16	44			
481	10	J	Human LCLs'!J481	Human LCLs'!J482	Human LCLs'!J483	16	45			
484	2	B	Human LCLs'!B484	Human LCLs'!B485	Human LCLs'!B486	16	46			
484	3	C	Human LCLs'!C484	Human LCLs'!C485	Human LCLs'!C486	16	47			
484	4	D	Human LCLs'!D484	Human LCLs'!D485	Human LCLs'!D486	16	48			
484	5	E	Human LCLs'!E484	Human LCLs'!E485	Human LCLs'!E486	16	49			
484	6	F	Human LCLs'!F484	Human LCLs'!F485	Human LCLs'!F486	16	50			
484	7	G	Human LCLs'!G484	Human LCLs'!G485	Human LCLs'!G486	16	51			
484	8	H	Human LCLs'!H484	Human LCLs'!H485	Human LCLs'!H486	16	52			
484	9	I	Human LCLs'!I484	Human LCLs'!I485	Human LCLs'!I486	16	53			
484	10	J	Human LCLs'!J484	Human LCLs'!J485	Human LCLs'!J486	16	54			
487	2	B	Human LCLs'!B487	Human LCLs'!B488	Human LCLs'!B489	16	55			
487	3	C	Human LCLs'!C487	Human LCLs'!C488	Human LCLs'!C489	16	56			
487	4	D	Human LCLs'!D487	Human LCLs'!D488	Human LCLs'!D489	16	57			
487	5	E	Human LCLs'!E487	Human LCLs'!E488	Human LCLs'!E489	16	58			
487	6	F	Human LCLs'!F487	Human LCLs'!F488	Human LCLs'!F489	16	59			
487	7	G	Human LCLs'!G487	Human LCLs'!G488	Human LCLs'!G489	16	60			
487	8	H	Human LCLs'!H487	Human LCLs'!H488	Human LCLs'!H489	16	61			
487	9	I	Human LCLs'!I487	Human LCLs'!I488	Human LCLs'!I489	16	62			
487	10	J	Human LCLs'!J487	Human LCLs'!J488	Human LCLs'!J489	16	63			
490	2	B	Human LCLs'!B490	Human LCLs'!B491	Human LCLs'!B492	16	64			
490	3	C	Human LCLs'!C490	Human LCLs'!C491	Human LCLs'!C492	16	65			
490	4	D	Human LCLs'!D490	Human LCLs'!D491	Human LCLs'!D492	16	66			
490	5	E	Human LCLs'!E490	Human LCLs'!E491	Human LCLs'!E492	16	67			
490	6	F	Human LCLs'!F490	Human LCLs'!F491	Human LCLs'!F492	16	68			
490	7	G	Human LCLs'!G490	Human LCLs'!G491	Human LCLs'!G492	16	69			
490	8	H	Human LCLs'!H490	Human LCLs'!H491	Human LCLs'!H492	16	70			
490	9	I	Human LCLs'!I490	Human LCLs'!I491	Human LCLs'!I492	16	71			
490	10	J	Human LCLs'!J490	Human LCLs'!J491	Human LCLs'!J492	16	72			
493	2	B	Human LCLs'!B493	Human LCLs'!B494	Human LCLs'!B495	16	73			
493	3	C	Human LCLs'!C493	Human LCLs'!C494	Human LCLs'!C495	16	74			
493	4	D	Human LCLs'!D493	Human LCLs'!D494	Human LCLs'!D495	16	75			
493	5	E	Human LCLs'!E493	Human LCLs'!E494	Human LCLs'!E495	16	76			
493	6	F	Human LCLs'!F493	Human LCLs'!F494	Human LCLs'!F495	16	77			
493	7	G	Human LCLs'!G493	Human LCLs'!G494	Human LCLs'!G495	16	78			
493	8	H	Human LCLs'!H493	Human LCLs'!H494	Human LCLs'!H495	16	79			
493	9	I	Human LCLs'!I493	Human LCLs'!I494	Human LCLs'!I495	16	80			
493	10	J	Human LCLs'!J493	Human LCLs'!J494	Human LCLs'!J495	16	81			
